id,title,restriction,acceptance,additional_information,modification,notes,views,medical_condition_id,created_at,updated_at
533,"Virus del Nilo Occidental ","No debe donar si: a) Pasaron menos de seis meses del regreso de un donante de un área endémica del VNO y el donante ha sido diagnosticado con VNO mientras estuvo allí o después de su regreso; b) Pasaron menos de seis meses para el regreso de un donante de un área endémica del VNO y el donante ha tenido antecedentes de síntomas sugestivos de VNO mientras estaba allí o dentro de los 28 días de su regreso; c) En otros casos, pasaron menos de cuatro semanas desde el regreso de un donante de un área endémica del VNO.","1) Todos los donantes pueden ser aceptados seis meses después de su regreso de un área afectada. Esto puede reducirse a cuatro semanas si no han tenido síntomas ni evidencia de infección. Para donantes que han regresado al Reino Unido hace menos de cuatro semanas, que no han sido diagnosticado con infección por  VNO y que no ha tenido síntomas que sugieran infección del VNO, si se va a realizar un NAT validado para el VNO en el/los componente/s donado/s, se acepta;  2) Donantes que han regresado al Reino Unido hace menos de seis meses, que han tenido síntomas sugestivo de infección por el VNO en el extranjero o dentro de los 28 días posteriores al regreso pero no hay un diagnóstico firme y si se va a realizar un NAT validado para VNO en el componente donado, se acepta.","El Virus del Oeste del Nilo es un flavivirus, similar al Dengue, que causa un amplio espectro de infecciones. Puede variar desde síntomas nulos o mínimos hasta la muerte. Está geográficamente extendido, incluidas zonas de Europa y otras partes del mundo no afectadas por la malaria, y ha alcanzado proporciones epidémicas en América del Norte en los últimos años. Allí ha causado la enfermedad y la muerte post transfusión y post trasplante de tejidos y órganos. Se propaga por los mosquitos y es más frecuente en épocas del año cuando los mosquitos están activos. Como el problema puede variar tanto en relación con la geografía como con la época del año, no es posible indicar las áreas de las cuales los donantes deben diferirse y las fechas de actividad de la enfermedad. Éstas se proporcionan en el “Índice de riesgo de enfermedades geográficas”. Una ""Declaración de posición sobre el Virus del Nilo Occidental (VNO)"" está disponible en la ""Biblioteca de documentos"" de 'www.transfusionguidelines.org'.",Para aumentar la postergación de los donantes después de la infección con el Virus del Nilo Occidental o los síntomas de infección por el Virus del Nilo Occidental a seis meses y para eliminar el requisito de una prueba NAT negativa para estos donantes antes de la donación.,,0,527,03/14/2018 19:35:30,03/14/2018 19:35:30
534,Virus Linfotrópico de células T humanas (HTLV) Infección,No debe donar.,,,,,0,528,03/14/2018 19:35:30,03/14/2018 19:35:30
535,Parejas sexuales actuales de caso confirmado,No deben donar.,,,,,0,528,03/14/2018 19:35:30,03/14/2018 19:35:30
536,Parejas sexuales pasadas de caso confirmado,No deben donar si: transcurrieron menos de 12 meses desde el último contacto sexual.,,,,,0,528,03/14/2018 19:35:30,03/14/2018 19:35:30
537,Virus Tropicales,"No debe donar si: a) Pasaron menos de seis meses del regreso de un área endémica de riesgo de virus tropicales y el donante ha sido diagnosticado con infección por chikungunya, dengue o zika virus mientras estuvo allí o después de su regreso al Reino Unido; b) Pasaron menos de seis meses para que el donante regrese de un área endémica de riesgo de virus tropicales y el donante ha tenido antecedentes de síntomas sugestivos de chikungunya, dengue o infección por el virus Zika mientras está allí o después de su regreso al Reino Unido; c) En otros casos, faltan menos de cuatro semanas para que un donante regrese de un riesgo de virus tropical área endémica.","Todos los donantes pueden ser aceptados seis meses después de su regreso de un área afectada o resolución de los síntomas. Esto puede reducirse a cuatro semanas, si no han tenido ni síntomas ni evidencia de infección.","La Chikungunya es un virus alfa que puede causar un amplio espectro de enfermedades. Esto puede variar desde cero o síntomas mínimos hasta la muerte. Más comúnmente causa artritis (por lo general en la rodilla, el tobillo y pequeñas articulaciones de las extremidades), fiebre alta y erupción maculopapular. Está geográficamente muy extendido, pero desde 2005 ha alcanzado proporciones epidémicas en partes de la India e islas en el Océano Índico. Se sabe que se transmite por la sangre en forma sintomática casos y teoóricamente podría propagarse por transfusión y trasplante de tejidos y órganos de personas con enfermedad presintomática o asintomática. Un número de visitantes que regresan de áreas endémicas al Reino Unido han sido diagnosticados con esta infección. - El virus del dengue es un flavivirus que típicamente da lugar a fiebre alta y abrupta con una gama de síntomas acompañantes. La fiebre del dengue (FD) es la enfermedad transmitida por artrópodos más común en todo el mundo. El dengue actualmente se considera endémico en aproximadamente 128 países. En general, 15-90% de los casos pueden tener un curso de infección asintomático, pero la manifestación clínica varía según el grupo de edad. Sin embargo, existe un riesgo de cambio en la presentación de la enfermedad y potencial para una mayor incidencia de la enfermedad aún más grave en grupos de avanzada edad debido a la co-circulación de diferentes tipos de dengue y la aparición de nuevos tipos en patrones de áreas endémicas. - El virus Zika es un flavivirus que se transmite a los humanos a través de la picadura de un mosquito portador. La infección por Zika es una infección aguda rápida que en la mayoría de los casos es asintomática o tiene síntomas generales muy leves. Un pequeño número de casos puede tener síntomas más evidentes pero la hospitalización es rara. La infección por Zika puede confundirse con Chikungunya o Dengue infecciones ya que el virus a menudo circula conjuntamente. - El vector principal para el virus chikungunya, el virus del dengue y el virus zika es Aedes aegypti (Aedes albopictus es otro vector emergente), que se encuentra en todo el mundo entre las latitudes 35ºN y 35ºS. No hay un reservorio animal epidemiológicamente importante para Chikungunya, Virus dengue o zika. Las principales áreas afectadas por los tres virus incluyen el Caribe, América del Sur y Central, México, África, las Islas del Pacífico, Sudeste Asiático, subcontinente indio y Hawai. Además, se ha informado sobre la fiebre del dengue en Japón y Australia. - El vector principal para el virus chikungunya y el virus del dengue, Aedes aegypti (Aedes albopictus es otro vector emergente), se encuentra en todo el mundo entre las latitudes 35º N y 35º S y el dengue actualmente se considera endémico en aproximadamente 128 países. No hay reservorio animal epidemiológicamente importante. Las principales áreas afectadas incluyen el Caribe, América del Sur y Central, México, África, Islas del Pacífico, Sudeste Asiático, India subcontinente, Hawai, Japón y Australia, donde se ha informado de fiebre del dengue. - Como el problema puede variar tanto en relación con la geografía como con la época del año, no es posible para indicar las áreas de las cuales los donantes deben diferirse o las fechas de actividad de la enfermedad. Éstos son proporcionados en el Índice de Riesgo de Enfermedades Geográficas.  Las declaraciones de posición están disponibles en la Biblioteca de documentos del CCPC.",Se agregó información sobre el virus zika.,,0,529,03/14/2018 19:35:30,03/14/2018 19:35:30
538,"Virus Zika ",,,,,,0,530,03/14/2018 19:35:30,03/14/2018 19:35:30
539,"Vitiligo ",,,,,,0,531,03/14/2018 19:35:30,03/14/2018 19:35:30
540,Receptor,"No debe donar si: material proveniente de una fuente animal no humana viva estuvo en contacto directa o indirectamente con el suministro de sangre del donante. Esto no incluye mordeduras animales. ",,,,,0,532,03/14/2018 19:35:30,03/14/2018 19:35:30
541,"Parejas sexuales de receptores de xenotransplantes, actuales o pasadas.",No debe donar.,,"Exposición a material animal no humano, particularmente cuando la persona expuesta es inmunosuprimida, puede dar lugar a infecciones que normalmente no afectarían humanos de ser transmitidas.",Más orientación sobre la definición de destinatario.,,0,532,03/14/2018 19:35:30,03/14/2018 19:35:30
542,"XMRV ",,"Donantes que dieron positivo en la prueba para el virus relacionado con el virus de la leucemia murina xenotrópica (XMRV), se aceptan. ","Como no hay evidencia de que el XMRV esté implicado en enfermedades humanas, una prueba positiva no es una prohibición para la donación.",Es una nueva entrada.,,0,533,03/14/2018 19:35:30,03/14/2018 19:35:30
543,"Zanamivir ",,,,,,0,534,03/14/2018 19:35:30,03/14/2018 19:35:30
244,Hepatitis A Individuo afectado,No debe donar si: transcurrieron menos de 6 meses desde su recuperación.,"Si se ha recuperado completamente, y se ha documentado ARN HAV negativo, anti IgG HAV positivo Si se ha recuperado completamente, y se ha documentado ARN HAV negativo, anti IgG HAV positivo después de la recuperación, acepta.
","La hepatitis A se transmite por vía fecal-oral, por alimentos contaminados con aguas residuales y por el agua. También se puede contagiar sexualmente. No hay una infección a largo plazo con el virus, pero hay muchos informes de transmisión por transfusión. La infección puede ser sin síntomas, pero puede ser grave y ocasionalmente fatal. Los Servicios Hematológicos no realizan prueba de esta infección.",El aplazamiento obligatorio se ha reducido de 12 a 6 meses y se ha agregado una discreción para aceptar en recuperación completa. Información adicional ha sido actualizada.,,1,274,03/14/2018 19:35:27,03/15/2018 14:35:43
400,No relacionada con viajes en áreas con malaria,No debe donar si: transcurrieron menos de dos semanas desde un episodio de pirexia.,"Si está relacionada con un resfrío común o infección del tracto respiratorio superior, y el donante ya se recuperó o se está recuperando, se acepta.","La temperatura corporal elevada puede ser signo de infección, la cual podría transmitirse en la donación. Esperar dos semanas para que la temperatura vuelva a ser normal reduce el riesgo de que la infección se transmita por la donación. No hay evidencia de que los resfríos comunes o las infecciones del tracto respiratorio superior puedan transmitirse por la donación pero es igualmente necesario esperar a que cualquier infección mejore antes de permitir la donación.",,,1,407,03/14/2018 19:35:29,03/15/2018 14:35:47
521,Herpes Zoster (Varicella Zoster),,,,,,1,518,03/14/2018 19:35:30,05/02/2018 16:41:12
191,Entrada sobre Seguridad de los Tejidos,"Se debe proporcionar información para que aquellos que se encuentran en riesgo no donen - 1. No debe donar si: Piensa que necesita una prueba de VIH/SIDA, HTLV o hepatitis. - 2. Nunca debe donar si: a) Es VIH positivo; b) Es HTLV positivo; c) Es portador de hepatitis B; d) Es portador de hepatitis; e) Alguna vez ha recibido dinero o drogas para tener relaciones sexuales; f) Alguna vez se inyectó o se le inyectaron drogas; incluso hace mucho tiempo o solo una vez. Esto incluye medicamentos para el culturismo y agentes bronceadores inyectables. Es posible que pueda donar si el médico prescribió las drogas. Por favor pregunte. - 3. No debe donar durante al menos 12 meses después de haber tenido sexo (incluso si usó un condón u otra protección) con una pareja que es, o cree que puede ser: a) VIH o HTLV positivos; b) Un portador de hepatitis B; c) Un portador de hepatitis C; d) Una pareja que alguna vez ha recibido dinero o drogas a cambio de sexo; e) Una pareja que alguna vez se inyectó o le inyectaron drogas,  incluso hace mucho tiempo o sólo una vez. Esto incluye drogas para fisicoculturismo. Es posible que pueda donar si el médico prescribió las drogas; f) Una pareja que ha sido sexualmente activa, o cree que pudo haber sido, en partes del mundo donde el VIH/SIDA es muy común. Esto incluye a la mayoría de los países de África. Existen excepciones, por favor pregunte. -4a. Para donantes de células progenitoras hematopoyéticas, células de islotes pancreáticos o hepatocitos: No hay restricciones específicas con respecto a la donación después del contacto sexual entre hombres; en su lugar se requiere una evaluación riesgo/beneficio documentada del donante. - 4b. Para donantes de tejidos/células que no sean células progenitoras hematopoyéticas, pancreáticas células de los islotes o hepatocitos: No debe donar durante al menos 12 meses después de haber tenido sexo (incluso si usó un condón u otra protección) con: a) (Si es hombre): otro hombre; b) (Si es mujer): un hombre que alguna vez tuvo sexo oral o anal con otro hombre, incluso si usaron un condón u otra protección.",,"La guía ha sido modificada de acuerdo con las recomendaciones del Comité Consultivo sobre la Seguridad de la Sangre, los Tejidos y los Órganos (SaBTO). Las recomendaciones han sido tomadas por el Departamento Inglés de Salud y las autoridades descentralizadas en Escocia, Gales e Irlanda del Norte. ","Para no colocar restricciones con respecto a la donación después del contacto sexual entre hombres y sexo con hombres para células progenitoras hematopoyéticas, células de islotes pancreáticos o hepatocitos. Para garantizar que se requiere una evaluación riesgo/beneficio documentada del donante, permitir la donación. Para eliminar el diferimiento actual de por vida y permitir la donación 12 meses después del último contacto sexual entre hombres para otros tejidos/células almacenadas (por ejemplo, amnios, huesos, córnea, válvulas cardíacas, piel y tendones). ",,1,222,03/14/2018 19:35:27,05/02/2018 16:38:51
290,Infección Aguda,"Ver: ¿Hay alguna entrada para la enfermedad que le preocupa? - No debe donar si: a) Se encuentra infectado; b) Transcurrieron menos de dos semanas desde la recuperación; c) Transcurrieron menos de siete días desde completado el tratamiento con antibióticos, antimicóticos o antivirales. ","Si está está recuperando de herpes labial, herpes genital e infecciones comunes del tracto respiratorio superior, como resfríos y dolor de garganta (pero no gripe), se acepta.","Muchas infecciones pueden transmitirse por material donado. Es importante que el donante no presente riesgo de transmitir una infección al receptor. Esperar dos semanas desde que la infección mejora y siete días desde que se completa el tratamiento con antibióticos, antimicóticos o antivirales, hace que sea mucho menos probable que aún haya riesgo de transmitir la infección. No hay evidencia de que el herpes labial, el herpes genital y las infecciones comunes de las vías respiratorias superiores, como resfriados y dolores de garganta, puedan transmitirse por transfusión pero sigue siendo necesario esperar hasta que cualquier infección esté mejorando, obviamente, antes de permitir la donación.",,,1,302,03/14/2018 19:35:28,05/02/2018 16:41:15
